timestamp, temperature, humidity
2023-11-19T23:44:00, 22.90, 60.20
2023-11-19T23:45:00, 22.90, 60.50
2023-11-19T23:46:00, 22.90, 60.50
2023-11-19T23:48:00, 22.90, 60.50
2023-11-19T23:49:00, 22.90, 59.80
2023-11-19T23:50:00, 23.00, 60.30
2023-11-19T23:51:00, 23.00, 59.60
2023-11-19T23:52:00, 23.00, 60.30
2023-11-19T23:54:00, 22.90, 60.60
2023-11-19T23:55:00, 22.90, 60.60
2023-11-19T23:56:00, 22.90, 60.10
2023-11-19T23:57:00, 22.90, 60.10
2023-11-19T23:58:00, 23.00, 60.30
2023-11-19T23:59:00, 22.90, 60.60
2023-11-20T00:00:00, 22.90, 60.10
2023-11-20T00:01:00, 23.00, 59.80
2023-11-20T00:02:00, 23.00, 59.60
2023-11-20T00:03:00, 23.10, 60.60
2023-11-20T00:04:00, 23.10, 60.10
2023-11-20T00:05:00, 23.10, 60.20
2023-11-20T00:06:00, 23.00, 60.70
2023-11-20T00:07:00, 23.00, 60.50
2023-11-20T00:08:00, 22.90, 60.60
2023-11-20T00:09:00, 23.00, 60.60
2023-11-20T00:10:00, 22.90, 60.50
2023-11-20T00:11:00, 23.00, 60.30
2023-11-20T00:12:00, 23.00, 60.20
2023-11-20T00:13:00, 23.00, 60.00
2023-11-20T00:14:00, 23.00, 60.20
2023-11-20T00:15:00, 23.00, 60.00
2023-11-20T00:16:00, 23.00, 60.20
2023-11-20T00:17:00, 23.00, 60.00
2023-11-20T00:18:00, 23.00, 59.90
2023-11-20T00:19:00, 22.90, 59.90
2023-11-20T00:20:00, 22.90, 60.10
2023-11-20T00:21:00, 22.90, 59.90
2023-11-20T00:22:00, 23.00, 59.60
2023-11-20T00:23:00, 23.00, 59.50
2023-11-20T00:24:00, 23.10, 59.60
2023-11-20T00:25:00, 23.30, 61.80
2023-11-20T00:26:00, 23.60, 61.30
2023-11-20T00:27:00, 23.90, 61.30
2023-11-20T00:28:00, 24.00, 61.10
2023-11-20T00:29:00, 23.90, 61.30
2023-11-20T00:30:00, 23.80, 61.60
2023-11-20T00:31:00, 23.80, 61.80
2023-11-20T00:32:00, 23.70, 62.20
2023-11-20T00:33:00, 23.60, 62.00
2023-11-20T00:34:00, 23.60, 62.10
2023-11-20T00:35:00, 23.50, 61.90
2023-11-20T00:36:00, 23.50, 62.30
2023-11-20T00:37:00, 23.50, 63.70
2023-11-20T00:38:00, 23.50, 62.20
2023-11-20T00:39:00, 23.50, 62.60
2023-11-20T00:40:00, 23.40, 62.60
2023-11-20T00:42:00, 23.50, 62.50
2023-11-20T00:43:00, 23.50, 62.90
2023-11-20T00:44:00, 23.40, 62.80
2023-11-20T00:45:00, 23.40, 63.00
2023-11-20T00:46:00, 23.50, 62.90
2023-11-20T00:47:00, 23.50, 63.10
2023-11-20T00:48:00, 23.50, 63.00
2023-11-20T00:49:00, 23.50, 63.00
2023-11-20T00:50:00, 23.40, 63.50
2023-11-20T00:51:00, 23.30, 63.80
2023-11-20T00:52:00, 23.30, 64.30
2023-11-20T00:53:00, 23.20, 64.40
2023-11-20T00:54:00, 23.20, 64.30
2023-11-20T00:55:00, 23.20, 64.60
2023-11-20T00:56:00, 23.20, 64.60
2023-11-20T00:57:00, 23.20, 64.10
2023-11-20T00:58:00, 23.20, 64.30
2023-11-20T00:59:00, 23.20, 64.80
2023-11-20T01:00:00, 23.20, 65.00
2023-11-20T01:01:00, 23.20, 64.90
2023-11-20T01:02:00, 23.20, 65.20
2023-11-20T01:03:00, 23.20, 65.50
2023-11-20T01:04:00, 23.20, 65.30
2023-11-20T01:05:00, 23.20, 65.60
2023-11-20T01:06:00, 23.20, 65.60
2023-11-20T01:07:00, 23.20, 65.60
2023-11-20T01:08:00, 23.10, 65.40
2023-11-20T01:09:00, 23.20, 65.60
2023-11-20T01:10:00, 23.10, 65.70
2023-11-20T01:11:00, 23.10, 65.80
2023-11-20T01:12:00, 23.10, 65.70
2023-11-20T01:13:00, 23.10, 65.80
2023-11-20T01:14:00, 23.10, 66.10
2023-11-20T01:15:00, 23.00, 65.90
2023-11-20T01:16:00, 23.10, 65.90
2023-11-20T01:17:00, 23.10, 65.70
2023-11-20T01:18:00, 23.10, 65.80
2023-11-20T01:19:00, 23.10, 66.00
2023-11-20T01:20:00, 23.10, 65.60
2023-11-20T01:21:00, 23.10, 66.00
2023-11-20T01:22:00, 23.00, 65.80
2023-11-20T01:23:00, 23.00, 66.00
2023-11-20T01:24:00, 23.00, 66.00
2023-11-20T01:25:00, 23.00, 65.70
2023-11-20T01:26:00, 23.00, 65.70
2023-11-20T01:27:00, 22.90, 66.20
2023-11-20T01:28:00, 22.90, 65.80
2023-11-20T01:29:00, 22.90, 65.50
2023-11-20T01:30:00, 22.90, 65.40
2023-11-20T01:31:00, 22.90, 65.30
2023-11-20T01:32:00, 23.00, 65.30
2023-11-20T01:33:00, 22.90, 65.30
2023-11-20T01:34:00, 22.90, 65.30
2023-11-20T01:35:00, 22.90, 65.50
2023-11-20T01:36:00, 22.90, 65.30
2023-11-20T01:38:00, 22.80, 65.60
2023-11-20T01:39:00, 22.90, 65.00
2023-11-20T01:40:00, 22.90, 64.90
2023-11-20T01:41:00, 22.80, 65.20
2023-11-20T01:42:00, 22.80, 65.10
2023-11-20T01:43:00, 22.80, 65.20
2023-11-20T01:44:00, 22.80, 65.10
2023-11-20T01:45:00, 22.80, 65.50
2023-11-20T01:46:00, 22.70, 65.40
2023-11-20T01:47:00, 22.70, 65.10
2023-11-20T01:48:00, 22.80, 65.50
2023-11-20T01:49:00, 22.90, 64.60
2023-11-20T01:50:00, 22.80, 64.80
2023-11-20T01:51:00, 22.80, 65.00
2023-11-20T01:52:00, 22.80, 64.80
2023-11-20T01:53:00, 22.70, 65.00
2023-11-20T01:54:00, 22.70, 64.60
2023-11-20T01:55:00, 22.70, 64.70
2023-11-20T01:56:00, 22.80, 64.50
2023-11-20T01:57:00, 22.80, 64.60
2023-11-20T01:58:00, 22.70, 64.70
2023-11-20T01:59:00, 22.70, 64.60
2023-11-20T02:00:00, 22.70, 64.50
2023-11-20T02:01:00, 22.70, 64.50
2023-11-20T02:02:00, 22.70, 64.40
2023-11-20T02:03:00, 22.70, 64.40
2023-11-20T02:04:00, 22.70, 63.80
2023-11-20T02:05:00, 22.70, 64.30
2023-11-20T02:06:00, 22.60, 64.10
2023-11-20T02:07:00, 22.60, 64.50
2023-11-20T02:08:00, 22.60, 64.20
2023-11-20T02:09:00, 22.60, 64.40
2023-11-20T02:10:00, 22.60, 64.10
2023-11-20T02:11:00, 22.60, 64.10
2023-11-20T02:12:00, 22.50, 64.40
2023-11-20T02:13:00, 22.50, 64.20
2023-11-20T02:14:00, 22.50, 64.30
2023-11-20T02:15:00, 22.50, 64.30
2023-11-20T02:16:00, 22.50, 64.20
2023-11-20T02:17:00, 22.60, 63.50
2023-11-20T02:18:00, 22.60, 63.60
2023-11-20T02:19:00, 22.60, 63.40
2023-11-20T02:20:00, 22.60, 63.60
2023-11-20T02:21:00, 22.50, 63.60
2023-11-20T02:22:00, 22.50, 63.40
2023-11-20T02:23:00, 22.50, 63.30
2023-11-20T02:24:00, 22.50, 63.70
2023-11-20T02:25:00, 22.40, 63.30
2023-11-20T02:26:00, 22.50, 63.70
2023-11-20T02:27:00, 22.50, 63.10
2023-11-20T02:28:00, 22.50, 63.00
2023-11-20T02:29:00, 22.40, 62.70
2023-11-20T02:30:00, 22.40, 63.20
2023-11-20T02:32:00, 22.50, 63.10
2023-11-20T02:33:00, 22.40, 62.70
2023-11-20T02:34:00, 22.40, 62.60
2023-11-20T02:35:00, 22.40, 62.50
2023-11-20T02:36:00, 22.40, 62.90
2023-11-20T02:37:00, 22.50, 62.40
2023-11-20T02:38:00, 22.50, 62.40
2023-11-20T02:39:00, 22.50, 62.40
2023-11-20T02:40:00, 22.50, 62.20
2023-11-20T02:41:00, 22.50, 62.70
2023-11-20T02:42:00, 22.40, 62.10
2023-11-20T02:43:00, 22.40, 62.10
2023-11-20T02:44:00, 22.40, 62.10
2023-11-20T02:45:00, 22.30, 62.20
2023-11-20T02:46:00, 22.30, 62.30
2023-11-20T02:47:00, 22.40, 62.30
2023-11-20T02:48:00, 22.40, 61.90
2023-11-20T02:49:00, 22.50, 61.50
2023-11-20T02:50:00, 22.40, 61.80
2023-11-20T02:51:00, 22.50, 61.80
2023-11-20T02:52:00, 22.50, 61.30
2023-11-20T02:53:00, 22.40, 61.50
2023-11-20T02:54:00, 22.30, 61.70
2023-11-20T02:55:00, 22.30, 61.90
2023-11-20T02:56:00, 22.30, 61.90
2023-11-20T02:57:00, 22.20, 61.70
2023-11-20T02:58:00, 22.20, 61.80
2023-11-20T02:59:00, 22.30, 61.60
2023-11-20T03:00:00, 22.40, 61.20
2023-11-20T03:01:00, 22.40, 61.20
2023-11-20T03:02:00, 22.30, 61.20
2023-11-20T03:03:00, 22.40, 60.70
2023-11-20T03:04:00, 22.40, 60.70
2023-11-20T03:05:00, 22.40, 60.60
2023-11-20T03:06:00, 22.30, 61.10
2023-11-20T03:07:00, 22.30, 61.00
2023-11-20T03:08:00, 22.20, 61.00
2023-11-20T03:09:00, 22.20, 61.10
2023-11-20T03:10:00, 22.20, 61.00
2023-11-20T03:11:00, 22.20, 61.00
2023-11-20T03:12:00, 22.10, 60.70
2023-11-20T03:13:00, 22.10, 61.10
2023-11-20T03:14:00, 22.10, 61.00
2023-11-20T03:15:00, 22.10, 61.20
2023-11-20T03:16:00, 22.10, 61.10
2023-11-20T03:17:00, 22.10, 60.90
2023-11-20T03:18:00, 22.10, 60.90
2023-11-20T03:19:00, 22.00, 61.00
2023-11-20T03:20:00, 22.00, 60.90
2023-11-20T03:21:00, 22.00, 61.10
2023-11-20T03:22:00, 22.00, 60.80
2023-11-20T03:24:00, 22.10, 60.50
