timestamp, temperature, humidity
2023-11-20T03:25:00, 22.10, 60.50
2023-11-20T03:26:00, 22.10, 60.50
2023-11-20T03:27:00, 22.10, 60.30
2023-11-20T03:28:00, 22.10, 60.20
2023-11-20T03:29:00, 22.10, 60.20
2023-11-20T03:30:00, 22.10, 60.40
2023-11-20T03:31:00, 22.10, 60.30
2023-11-20T03:32:00, 22.10, 60.10
2023-11-20T03:33:00, 22.00, 60.20
2023-11-20T03:34:00, 22.10, 60.00
2023-11-20T03:35:00, 22.10, 59.90
2023-11-20T03:36:00, 22.00, 60.10
2023-11-20T03:37:00, 22.10, 59.90
2023-11-20T03:38:00, 22.10, 59.80
2023-11-20T03:39:00, 22.00, 59.90
2023-11-20T03:40:00, 22.10, 59.80
2023-11-20T03:41:00, 22.10, 59.60
2023-11-20T03:42:00, 22.00, 59.80
2023-11-20T03:43:00, 22.00, 59.80
2023-11-20T03:44:00, 22.00, 59.70
2023-11-20T03:45:00, 22.10, 59.30
2023-11-20T03:46:00, 22.10, 59.30
2023-11-20T03:47:00, 22.10, 59.20
2023-11-20T03:48:00, 22.10, 58.90
2023-11-20T03:49:00, 22.10, 59.20
2023-11-20T03:50:00, 22.10, 59.00
2023-11-20T03:51:00, 22.00, 59.30
2023-11-20T03:52:00, 22.00, 59.30
2023-11-20T03:53:00, 21.90, 59.40
2023-11-20T03:54:00, 22.00, 59.60
2023-11-20T03:55:00, 21.90, 59.50
2023-11-20T03:56:00, 21.90, 59.20
2023-11-20T03:57:00, 21.90, 59.20
2023-11-20T03:58:00, 21.90, 59.30
2023-11-20T03:59:00, 21.90, 59.40
2023-11-20T04:00:00, 21.90, 59.40
2023-11-20T04:01:00, 21.90, 59.30
2023-11-20T04:02:00, 21.80, 59.40
2023-11-20T04:03:00, 21.80, 59.10
2023-11-20T04:04:00, 21.90, 59.10
2023-11-20T04:05:00, 21.90, 58.90
2023-11-20T04:06:00, 21.90, 58.80
2023-11-20T04:07:00, 21.90, 59.20
2023-11-20T04:08:00, 21.90, 59.10
2023-11-20T04:09:00, 21.80, 59.10
2023-11-20T04:10:00, 21.90, 58.80
2023-11-20T04:11:00, 21.90, 58.90
2023-11-20T04:12:00, 21.90, 58.90
2023-11-20T04:13:00, 21.90, 58.70
2023-11-20T04:14:00, 21.80, 58.90
2023-11-20T04:15:00, 21.90, 58.90
2023-11-20T04:16:00, 21.90, 58.60
2023-11-20T04:17:00, 21.90, 58.90
2023-11-20T04:18:00, 21.90, 58.80
2023-11-20T04:19:00, 21.90, 58.60
2023-11-20T04:20:00, 21.90, 58.60
2023-11-20T04:21:00, 21.90, 58.50
2023-11-20T04:22:00, 21.90, 58.40
2023-11-20T04:23:00, 21.80, 58.50
2023-11-20T04:24:00, 21.90, 58.60
2023-11-20T04:26:00, 21.80, 58.60
2023-11-20T04:27:00, 21.80, 58.50
2023-11-20T04:28:00, 21.90, 58.40
2023-11-20T04:29:00, 21.90, 58.70
2023-11-20T04:30:00, 21.90, 58.40
2023-11-20T04:31:00, 21.80, 58.40
2023-11-20T04:32:00, 21.80, 58.30
2023-11-20T04:33:00, 21.70, 58.60
2023-11-20T04:34:00, 21.70, 58.50
2023-11-20T04:35:00, 21.70, 58.50
2023-11-20T04:36:00, 21.70, 58.50
2023-11-20T04:37:00, 21.70, 58.40
2023-11-20T04:38:00, 21.90, 57.70
2023-11-20T04:39:00, 21.90, 57.60
2023-11-20T04:40:00, 22.10, 57.00
2023-11-20T04:41:00, 22.00, 57.00
2023-11-20T04:42:00, 21.90, 57.30
2023-11-20T04:43:00, 21.90, 57.40
2023-11-20T04:44:00, 21.80, 57.70
2023-11-20T04:45:00, 21.90, 57.30
2023-11-20T04:46:00, 21.90, 57.30
2023-11-20T04:47:00, 21.90, 57.40
2023-11-20T04:48:00, 21.90, 57.30
2023-11-20T04:49:00, 21.90, 57.10
2023-11-20T04:50:00, 21.90, 56.80
2023-11-20T04:51:00, 21.90, 57.30
2023-11-20T04:52:00, 21.90, 57.00
2023-11-20T04:53:00, 21.90, 57.10
2023-11-20T04:54:00, 21.80, 57.40
2023-11-20T04:55:00, 21.80, 57.30
2023-11-20T04:56:00, 21.70, 57.60
2023-11-20T04:57:00, 21.80, 57.50
2023-11-20T04:58:00, 21.70, 57.30
2023-11-20T04:59:00, 21.70, 57.20
2023-11-20T05:00:00, 21.70, 57.60
2023-11-20T05:01:00, 21.70, 57.60
2023-11-20T05:02:00, 21.70, 57.20
2023-11-20T05:03:00, 21.70, 57.60
2023-11-20T05:04:00, 21.60, 57.70
2023-11-20T05:05:00, 21.60, 57.80
2023-11-20T05:06:00, 21.70, 57.40
2023-11-20T05:07:00, 21.60, 57.50
2023-11-20T05:08:00, 21.70, 57.20
2023-11-20T05:09:00, 21.70, 57.10
2023-11-20T05:10:00, 21.70, 57.20
2023-11-20T05:11:00, 21.60, 57.50
2023-11-20T05:12:00, 21.60, 57.80
2023-11-20T05:13:00, 21.60, 57.50
2023-11-20T05:14:00, 21.60, 57.60
2023-11-20T05:15:00, 21.60, 57.70
2023-11-20T05:16:00, 21.60, 57.40
2023-11-20T05:18:00, 21.60, 57.50
2023-11-20T05:19:00, 21.60, 57.40
2023-11-20T05:20:00, 21.60, 57.40
2023-11-20T05:21:00, 21.60, 57.50
2023-11-20T05:22:00, 21.70, 57.30
2023-11-20T05:23:00, 21.60, 57.50
2023-11-20T05:24:00, 21.60, 57.50
2023-11-20T05:25:00, 21.60, 57.10
2023-11-20T05:26:00, 21.60, 57.40
2023-11-20T05:27:00, 21.60, 57.30
2023-11-20T05:28:00, 21.60, 57.30
2023-11-20T05:29:00, 21.60, 57.30
2023-11-20T05:30:00, 21.60, 57.00
2023-11-20T05:31:00, 21.70, 56.90
2023-11-20T05:32:00, 21.70, 56.60
2023-11-20T05:33:00, 21.70, 56.90
2023-11-20T05:34:00, 21.70, 56.70
2023-11-20T05:35:00, 21.90, 56.40
2023-11-20T05:36:00, 21.80, 56.20
2023-11-20T05:37:00, 21.70, 56.50
2023-11-20T05:38:00, 21.70, 56.60
2023-11-20T05:39:00, 21.60, 56.80
2023-11-20T05:40:00, 21.60, 56.80
2023-11-20T05:41:00, 21.60, 57.10
2023-11-20T05:42:00, 21.60, 56.90
2023-11-20T05:43:00, 21.50, 56.70
2023-11-20T05:44:00, 21.60, 56.70
2023-11-20T05:45:00, 21.60, 56.70
2023-11-20T05:46:00, 21.70, 56.50
2023-11-20T05:47:00, 21.70, 56.50
2023-11-20T05:48:00, 21.70, 56.40
2023-11-20T05:49:00, 21.80, 56.40
2023-11-20T05:50:00, 21.80, 56.00
2023-11-20T05:51:00, 21.80, 56.40
2023-11-20T05:52:00, 21.70, 56.30
2023-11-20T05:53:00, 21.70, 56.50
2023-11-20T05:54:00, 21.70, 56.30
2023-11-20T05:55:00, 21.70, 56.50
2023-11-20T05:56:00, 21.70, 56.60
2023-11-20T05:57:00, 21.70, 56.50
2023-11-20T05:58:00, 21.60, 56.70
2023-11-20T05:59:00, 21.60, 56.80
2023-11-20T06:00:00, 21.60, 57.10
2023-11-20T13:12:00, 28.90, 34.10
2023-11-20T13:13:00, 28.70, 33.90
2023-11-20T13:14:00, 28.50, 34.70
2023-11-20T13:15:00, 28.30, 33.10
2023-11-20T13:16:00, 28.10, 35.30
2023-11-20T13:17:00, 28.00, 33.60
2023-11-20T13:18:00, 28.10, 33.90
2023-11-20T13:20:00, 28.10, 33.50
2023-11-20T13:21:00, 28.00, 33.80
2023-11-20T13:22:00, 28.00, 33.60
2023-11-20T13:23:00, 27.90, 34.30
2023-11-20T13:24:00, 27.90, 33.30
2023-11-20T13:25:00, 27.90, 35.20
2023-11-20T13:26:00, 27.90, 33.60
2023-11-20T13:27:00, 27.90, 33.90
2023-11-20T13:28:00, 27.90, 32.40
2023-11-20T13:29:00, 27.90, 31.60
2023-11-20T13:30:00, 27.90, 31.90
2023-11-20T13:31:00, 27.90, 32.50
2023-11-20T13:32:00, 27.90, 33.80
2023-11-20T13:33:00, 27.80, 32.80
2023-11-20T13:34:00, 27.80, 32.40
2023-11-20T13:35:00, 27.70, 31.50
2023-11-20T13:36:00, 27.70, 33.10
2023-11-20T13:37:00, 27.70, 33.40
2023-11-20T13:38:00, 27.70, 33.20
2023-11-20T13:39:00, 27.80, 33.20
2023-11-20T13:40:00, 27.80, 31.90
2023-11-20T13:41:00, 27.80, 32.10
2023-11-20T13:42:00, 27.80, 32.50
2023-11-20T13:43:00, 27.90, 32.20
2023-11-20T13:44:00, 27.80, 31.90
2023-11-20T13:45:00, 27.80, 32.70
2023-11-20T13:46:00, 27.80, 31.40
2023-11-20T13:47:00, 27.80, 32.80
2023-11-20T13:48:00, 27.70, 31.50
2023-11-20T13:49:00, 27.70, 32.50
2023-11-20T13:50:00, 27.70, 31.80
2023-11-20T13:51:00, 27.60, 30.80
2023-11-20T13:52:00, 27.60, 31.00
2023-11-20T13:53:00, 27.70, 31.10
2023-11-20T13:54:00, 27.60, 31.60
2023-11-20T13:55:00, 27.60, 30.80
2023-11-20T13:56:00, 27.60, 29.60
2023-11-20T13:57:00, 27.50, 29.40
2023-11-20T13:58:00, 27.50, 29.90
2023-11-20T13:59:00, 27.50, 29.20
2023-11-20T14:00:00, 27.40, 29.90
2023-11-20T14:01:00, 27.40, 29.70
2023-11-20T14:02:00, 27.40, 29.10
2023-11-20T14:03:00, 27.40, 32.30
2023-11-20T14:04:00, 27.40, 31.70
2023-11-20T14:05:00, 27.40, 29.80
2023-11-20T14:06:00, 27.30, 29.90
2023-11-20T14:07:00, 27.30, 29.50
2023-11-20T14:08:00, 27.40, 30.00
2023-11-20T14:09:00, 27.30, 29.50
2023-11-20T14:10:00, 27.40, 29.90
2023-11-20T14:11:00, 27.40, 30.30
2023-11-20T14:12:00, 27.40, 30.90
2023-11-20T14:13:00, 27.40, 29.10
2023-11-20T14:14:00, 27.40, 30.80
2023-11-20T14:15:00, 27.40, 30.90
2023-11-20T14:16:00, 27.50, 29.30
2023-11-20T14:18:00, 27.50, 30.90
2023-11-20T14:19:00, 27.50, 30.50
2023-11-20T14:20:00, 27.50, 30.30
2023-11-20T14:21:00, 27.50, 30.50
2023-11-20T14:22:00, 27.40, 32.50
2023-11-20T14:23:00, 27.40, 30.40
2023-11-20T14:24:00, 27.30, 31.50
2023-11-20T14:25:00, 27.30, 30.90
2023-11-20T14:26:00, 27.30, 31.00
2023-11-20T14:27:00, 27.40, 31.00
2023-11-20T14:28:00, 27.40, 30.40
2023-11-20T14:29:00, 27.30, 31.40
2023-11-20T14:30:00, 27.30, 30.70
2023-11-20T14:31:00, 27.20, 30.80
2023-11-20T14:32:00, 27.10, 30.30
2023-11-20T14:33:00, 27.10, 31.00
2023-11-20T14:34:00, 27.00, 28.90
2023-11-20T14:35:00, 27.00, 30.00
2023-11-20T14:36:00, 26.90, 29.50
2023-11-20T14:37:00, 26.90, 30.00
2023-11-20T14:38:00, 26.90, 29.60
2023-11-20T14:39:00, 26.90, 30.50
2023-11-20T14:40:00, 27.00, 31.00
2023-11-20T14:41:00, 27.00, 30.00
2023-11-20T14:42:00, 26.90, 28.80
2023-11-20T14:43:00, 26.90, 32.50
2023-11-20T14:44:00, 27.00, 32.30
2023-11-20T14:45:00, 27.00, 31.80
2023-11-20T14:46:00, 27.00, 33.30
2023-11-20T14:47:00, 26.90, 30.90
2023-11-20T14:48:00, 26.90, 31.10
2023-11-20T14:49:00, 26.90, 30.00
2023-11-20T14:50:00, 26.90, 31.30
2023-11-20T14:51:00, 26.90, 31.10
2023-11-20T14:52:00, 26.90, 30.30
2023-11-20T14:53:00, 26.80, 31.20
2023-11-20T14:54:00, 26.80, 30.90
2023-11-20T14:55:00, 26.80, 31.20
2023-11-20T14:56:00, 26.80, 31.30
2023-11-20T14:57:00, 26.80, 31.20
2023-11-20T14:58:00, 26.70, 30.50
2023-11-20T14:59:00, 26.70, 31.70
2023-11-20T15:00:00, 26.70, 31.50
2023-11-20T15:01:00, 26.60, 32.50
2023-11-20T15:02:00, 26.60, 31.70
2023-11-20T15:03:00, 26.60, 31.50
2023-11-20T15:04:00, 26.60, 30.10
2023-11-20T15:05:00, 26.50, 29.80
2023-11-20T15:06:00, 26.60, 31.80
2023-11-20T15:07:00, 26.50, 30.90
2023-11-20T15:08:00, 26.40, 32.40
2023-11-20T15:10:00, 26.50, 32.30
2023-11-20T15:11:00, 26.50, 32.00
2023-11-20T15:12:00, 26.60, 33.10
2023-11-20T15:13:00, 26.50, 32.30
2023-11-20T15:14:00, 26.50, 33.80
2023-11-20T15:15:00, 26.40, 30.90
2023-11-20T15:16:00, 26.40, 33.10
2023-11-20T15:17:00, 26.40, 32.60
2023-11-20T15:18:00, 26.40, 31.20
2023-11-20T15:19:00, 26.40, 32.70
2023-11-20T15:20:00, 26.40, 32.80
2023-11-20T15:21:00, 26.30, 32.50
2023-11-20T15:22:00, 26.30, 31.70
2023-11-20T15:23:00, 26.30, 30.80
2023-11-20T15:24:00, 26.30, 30.70
2023-11-20T15:25:00, 26.30, 31.50
2023-11-20T15:26:00, 26.20, 31.30
2023-11-20T15:27:00, 26.20, 30.10
2023-11-20T15:28:00, 26.10, 31.40
2023-11-20T15:29:00, 26.10, 30.50
2023-11-20T15:30:00, 26.10, 31.80
2023-11-20T15:31:00, 26.10, 31.70
2023-11-20T15:32:00, 26.10, 30.10
2023-11-20T15:33:00, 26.10, 32.70
2023-11-20T15:34:00, 26.10, 31.00
2023-11-20T15:35:00, 26.10, 32.30
2023-11-20T15:36:00, 26.00, 31.60
2023-11-20T15:37:00, 25.90, 31.00
2023-11-20T15:38:00, 25.90, 30.70
2023-11-20T15:39:00, 25.90, 30.10
2023-11-20T15:40:00, 25.80, 30.80
2023-11-20T15:41:00, 25.80, 30.40
2023-11-20T15:42:00, 25.70, 30.50
2023-11-20T15:43:00, 25.70, 32.00
2023-11-20T15:44:00, 25.60, 30.50
2023-11-20T15:45:00, 25.60, 31.00
2023-11-20T15:46:00, 25.50, 30.50
2023-11-20T15:47:00, 25.60, 31.10
2023-11-20T15:48:00, 25.50, 31.00
2023-11-20T15:50:00, 25.50, 31.10
2023-11-20T15:51:00, 25.50, 31.20
2023-11-20T15:52:00, 25.50, 31.80
2023-11-20T15:53:00, 25.40, 31.80
2023-11-20T15:54:00, 25.40, 32.00
2023-11-20T15:55:00, 25.30, 31.80
2023-11-20T15:56:00, 25.30, 31.50
2023-11-20T15:57:00, 25.30, 30.40
2023-11-20T15:58:00, 25.30, 31.80
2023-11-20T15:59:00, 25.20, 31.60
2023-11-20T16:00:00, 25.20, 32.20
2023-11-20T16:01:00, 25.10, 31.60
2023-11-20T16:02:00, 25.10, 32.60
2023-11-20T16:03:00, 25.10, 32.10
2023-11-20T16:04:00, 25.10, 32.40
2023-11-20T16:05:00, 25.10, 31.70
2023-11-20T16:06:00, 25.10, 32.20
2023-11-20T16:07:00, 25.10, 31.30
2023-11-20T16:08:00, 25.10, 31.40
2023-11-20T16:09:00, 25.10, 30.90
2023-11-20T16:10:00, 25.00, 31.40
2023-11-20T16:11:00, 25.00, 31.30
2023-11-20T16:12:00, 25.00, 32.00
2023-11-20T16:13:00, 24.90, 31.50
2023-11-20T16:14:00, 24.80, 31.20
2023-11-20T16:15:00, 24.80, 30.50
2023-11-20T16:16:00, 24.80, 31.00
2023-11-20T16:17:00, 24.70, 31.20
2023-11-20T16:18:00, 24.70, 31.20
2023-11-20T16:19:00, 24.60, 31.60
2023-11-20T16:20:00, 24.60, 31.60
2023-11-20T16:21:00, 24.60, 31.90
2023-11-20T16:22:00, 24.60, 32.10
2023-11-20T16:23:00, 24.60, 30.90
2023-11-20T16:24:00, 24.50, 30.90
2023-11-20T16:25:00, 24.50, 32.60
2023-11-20T16:26:00, 24.40, 30.80
2023-11-20T16:27:00, 24.50, 32.10
2023-11-20T16:28:00, 24.40, 32.30
2023-11-20T16:29:00, 24.40, 32.10
2023-11-20T16:30:00, 24.30, 32.40
2023-11-20T16:31:00, 24.30, 31.70
2023-11-20T16:33:00, 24.30, 32.20
2023-11-20T16:34:00, 24.20, 32.00
2023-11-20T16:35:00, 24.20, 33.10
2023-11-20T16:36:00, 24.10, 33.50
2023-11-20T16:37:00, 24.10, 33.00
2023-11-20T16:38:00, 24.00, 32.10
2023-11-20T16:39:00, 24.00, 31.80
2023-11-20T16:40:00, 23.90, 32.40
2023-11-20T16:41:00, 23.90, 33.70
2023-11-20T16:42:00, 23.80, 34.10
2023-11-20T16:43:00, 23.70, 34.00
2023-11-20T16:44:00, 23.70, 33.10
2023-11-20T16:45:00, 23.60, 32.20
2023-11-20T16:46:00, 23.60, 32.70
2023-11-20T16:47:00, 23.50, 35.00
2023-11-20T16:48:00, 23.40, 33.60
2023-11-20T16:49:00, 23.30, 32.30
2023-11-20T16:50:00, 23.20, 33.50
2023-11-20T16:51:00, 23.20, 33.30
2023-11-20T16:52:00, 23.20, 34.90
2023-11-20T16:53:00, 23.20, 36.40
2023-11-20T16:54:00, 23.20, 34.20
2023-11-20T16:55:00, 23.10, 34.50
2023-11-20T16:56:00, 23.10, 34.50
2023-11-20T16:57:00, 23.00, 34.40
2023-11-20T16:58:00, 23.00, 34.50
2023-11-20T16:59:00, 22.90, 35.40
2023-11-20T17:00:00, 22.90, 36.00
2023-11-20T17:01:00, 22.90, 33.40
2023-11-20T17:02:00, 22.90, 34.20
2023-11-20T17:03:00, 22.80, 35.30
2023-11-20T17:04:00, 22.80, 33.30
2023-11-20T17:05:00, 22.80, 35.50
2023-11-20T17:06:00, 22.70, 33.70
2023-11-20T17:07:00, 22.70, 33.90
2023-11-20T17:08:00, 22.70, 33.50
2023-11-20T17:09:00, 22.60, 34.20
2023-11-20T17:10:00, 22.60, 34.40
2023-11-20T17:11:00, 22.60, 35.20
2023-11-20T17:13:00, 22.50, 33.50
2023-11-20T17:14:00, 22.50, 35.40
2023-11-20T17:15:00, 22.50, 34.00
